    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, heap_cmp, heap_swaps, heap_time
 5651,          8093,            2445,           8029,          ,            ,           ,         ,           ,          
 5652,          8094,            2445,           8009,          ,            ,           ,         ,           ,          
 5653,          8095,            2445,           8027,          ,            ,           ,         ,           ,          
 5654,          8096,            2445,           8014,          ,            ,           ,         ,           ,          
 5655,          8099,            2447,           8034,          ,            ,           ,         ,           ,          
 5656,          8100,            2447,           8021,          ,            ,           ,         ,           ,          
 5657,          8101,            2447,           8033,          ,            ,           ,         ,           ,          
 5658,          8102,            2447,           8018,          ,            ,           ,         ,           ,          
 5659,          8103,            2447,           7835,          ,            ,           ,         ,           ,          
 5660,          8104,            2447,           8030,          ,            ,           ,         ,           ,          
 5661,          8105,            2447,           7834,          ,            ,           ,         ,           ,          
 5662,          8106,            2447,           8016,          ,            ,           ,         ,           ,          
 5663,          8107,            2447,           7839,          ,            ,           ,         ,           ,          
 5664,          8108,            2447,           8278,          ,            ,           ,         ,           ,          
 5665,          8110,            2448,           8035,          ,            ,           ,         ,           ,          
 5666,          8113,            2450,           8036,          ,            ,           ,         ,           ,          
 5667,          8117,            2453,           7844,          ,            ,           ,         ,           ,          
 5668,          8118,            2453,           8041,          ,            ,           ,         ,           ,          
 5669,          8119,            2453,           7847,          ,            ,           ,         ,           ,          
 5670,          8120,            2453,           8243,          ,            ,           ,         ,           ,          
 5671,          8122,            2454,           7874,          ,            ,           ,         ,           ,          
 5672,          8125,            2456,           8041,          ,            ,           ,         ,           ,          
 5673,          8130,            2460,           8089,          ,            ,           ,         ,           ,          
 5674,          8131,            2460,           8055,          ,            ,           ,         ,           ,          
 5675,          8132,            2460,           8048,          ,            ,           ,         ,           ,          
 5676,          8133,            2460,           8102,          ,            ,           ,         ,           ,          
 5677,          8134,            2460,           7890,          ,            ,           ,         ,           ,          
 5678,          8136,            2461,           8101,          ,            ,           ,         ,           ,          
 5679,          8138,            2462,           7901,          ,            ,           ,         ,           ,          
 5680,          8142,            2465,           8101,          ,            ,           ,         ,           ,          
 5681,          8143,            2465,           8084,          ,            ,           ,         ,           ,          
 5682,          8144,            2465,           8099,          ,            ,           ,         ,           ,          
 5683,          8145,            2465,           7898,          ,            ,           ,         ,           ,          
 5684,          8146,            2465,           8322,          ,            ,           ,         ,           ,          
 5685,          8147,            2465,           8842,          ,            ,           ,         ,           ,          
 5686,          8148,            2465,           8160,          ,            ,           ,         ,           ,          
 5687,          8149,            2465,           7908,          ,            ,           ,         ,           ,          
 5688,          8150,            2465,           8100,          ,            ,           ,         ,           ,          
 5689,          8151,            2465,           7904,          ,            ,           ,         ,           ,          
 5690,          8152,            2465,           8179,          ,            ,           ,         ,           ,          
 5691,          8153,            2465,           8400,          ,            ,           ,         ,           ,          
 5692,          8155,            2466,           8109,          ,            ,           ,         ,           ,          
 5693,          8156,            2466,           7892,          ,            ,           ,         ,           ,          
 5694,          8157,            2466,           8097,          ,            ,           ,         ,           ,          
 5695,          8158,            2466,           7905,          ,            ,           ,         ,           ,          
 5696,          8159,            2466,           8093,          ,            ,           ,         ,           ,          
 5697,          8160,            2466,           7905,          ,            ,           ,         ,           ,          
 5698,          8161,            2466,           8196,          ,            ,           ,         ,           ,          
 5699,          8166,            2470,           7912,          ,            ,           ,         ,           ,          
 5700,          8167,            2470,           8105,          ,            ,           ,         ,           ,          
 5701,          8168,            2470,           8155,          ,            ,           ,         ,           ,          
 5702,          8169,            2470,           8123,          ,            ,           ,         ,           ,          
 5703,          8170,            2470,           7919,          ,            ,           ,         ,           ,          
 5704,          8172,            2471,           8109,          ,            ,           ,         ,           ,          
 5705,          8175,            2473,           7931,          ,            ,           ,         ,           ,          
 5706,          8179,            2476,           8224,          ,            ,           ,         ,           ,          
 5707,          8180,            2476,           7939,          ,            ,           ,         ,           ,          
 5708,          8181,            2476,           8126,          ,            ,           ,         ,           ,          
 5709,          8183,            2477,           7948,          ,            ,           ,         ,           ,          
 5710,          8184,            2477,           8344,          ,            ,           ,         ,           ,          
 5711,          8188,            2480,           7959,          ,            ,           ,         ,           ,          
 5712,          8189,            2480,           8146,          ,            ,           ,         ,           ,          
 5713,          8190,            2480,           7947,          ,            ,           ,         ,           ,          
 5714,          8191,            2480,           8157,          ,            ,           ,         ,           ,          
 5715,          8192,            2480,           8135,          ,            ,           ,         ,           ,          
 5716,          8193,            2480,           8155,          ,            ,           ,         ,           ,          
 5717,          8194,            2480,           7953,          ,            ,           ,         ,           ,          
 5718,          8198,            2483,           8176,          ,            ,           ,         ,           ,          
 5719,          8203,            2487,           7984,          ,            ,           ,         ,           ,          
 5720,          8204,            2487,           8174,          ,            ,           ,         ,           ,          
 5721,          8205,            2487,           8093,          ,            ,           ,         ,           ,          
 5722,          8207,            2488,           8273,          ,            ,           ,         ,           ,          
 5723,          8208,            2488,           8176,          ,            ,           ,         ,           ,          
 5724,          8212,            2491,           8183,          ,            ,           ,         ,           ,          
 5725,          8213,            2491,           7981,          ,            ,           ,         ,           ,          
 5726,          8214,            2491,           8176,          ,            ,           ,         ,           ,          
 5727,          8215,            2491,           7968,          ,            ,           ,         ,           ,          
 5728,          8216,            2491,           8153,          ,            ,           ,         ,           ,          
 5729,          8218,            2492,           7973,          ,            ,           ,         ,           ,          
 5730,          8219,            2492,           8177,          ,            ,           ,         ,           ,          
 5731,          8220,            2492,           8405,          ,            ,           ,         ,           ,          
 5732,          8221,            2492,           8179,          ,            ,           ,         ,           ,          
 5733,          8222,            2492,           7966,          ,            ,           ,         ,           ,          
 5734,          8224,            2493,           8168,          ,            ,           ,         ,           ,          
 5735,          8226,            2494,           7979,          ,            ,           ,         ,           ,          
 5736,          8229,            2496,           8187,          ,            ,           ,         ,           ,          
 5737,          8230,            2496,           7784,          ,            ,           ,         ,           ,          
 5738,          8231,            2496,           7699,          ,            ,           ,         ,           ,          
 5739,          8232,            2496,           7513,          ,            ,           ,         ,           ,          
 5740,          8233,            2496,           7781,          ,            ,           ,         ,           ,          
 5741,          8234,            2496,           7505,          ,            ,           ,         ,           ,          
 5742,          8235,            2496,           7729,          ,            ,           ,         ,           ,          
 5743,          8236,            2496,           7515,          ,            ,           ,         ,           ,          
 5744,          8238,            2497,           7703,          ,            ,           ,         ,           ,          
 5745,          8240,            2498,           7525,          ,            ,           ,         ,           ,          
 5746,          8241,            2498,           7716,          ,            ,           ,         ,           ,          
 5747,          8242,            2498,           7517,          ,            ,           ,         ,           ,          
 5748,          8243,            2498,           7819,          ,            ,           ,         ,           ,          
 5749,          8246,            2500,           7570,          ,            ,           ,         ,           ,          
 5750,          8249,            2502,           7759,          ,            ,           ,         ,           ,          
 5751,          8250,            2502,           7573,          ,            ,           ,         ,           ,          
 5752,          8251,            2502,           7738,          ,            ,           ,         ,           ,          
 5753,          8252,            2502,           7526,          ,            ,           ,         ,           ,          
 5754,          8253,            2502,           7751,          ,            ,           ,         ,           ,          
 5755,          8254,            2502,           7531,          ,            ,           ,         ,           ,          
 5756,          8255,            2502,           7821,          ,            ,           ,         ,           ,          
 5757,          8256,            2502,           7532,          ,            ,           ,         ,           ,          
 5758,          8258,            2503,           7712,          ,            ,           ,         ,           ,          
 5759,          8261,            2505,           7532,          ,            ,           ,         ,           ,          
 5760,          8262,            2505,           7718,          ,            ,           ,         ,           ,          
 5761,          8263,            2505,           7527,          ,            ,           ,         ,           ,          
 5762,          8264,            2505,           8064,          ,            ,           ,         ,           ,          
 5763,          8265,            2505,           7757,          ,            ,           ,         ,           ,          
 5764,          8267,            2506,           7793,          ,            ,           ,         ,           ,          
 5765,          8270,            2508,           7744,          ,            ,           ,         ,           ,          
 5766,          8274,            2511,           7735,          ,            ,           ,         ,           ,          
 5767,          8279,            2515,           7566,          ,            ,           ,         ,           ,          
 5768,          8280,            2515,           7780,          ,            ,           ,         ,           ,          
 5769,          8281,            2515,           7697,          ,            ,           ,         ,           ,          
 5770,          8282,            2515,           7755,          ,            ,           ,         ,           ,          
 5771,          8283,            2515,           7550,          ,            ,           ,         ,           ,          
 5772,          8284,            2515,           7750,          ,            ,           ,         ,           ,          
 5773,          8285,            2515,           7742,          ,            ,           ,         ,           ,          
 5774,          8286,            2515,           7739,          ,            ,           ,         ,           ,          
 5775,          8288,            2516,           7545,          ,            ,           ,         ,           ,          
 5776,          8291,            2518,           7746,          ,            ,           ,         ,           ,          
 5777,          8296,            2522,           7575,          ,            ,           ,         ,           ,          
 5778,          8297,            2522,           7759,          ,            ,           ,         ,           ,          
 5779,          8298,            2522,           7569,          ,            ,           ,         ,           ,          
 5780,          8300,            2523,           7758,          ,            ,           ,         ,           ,          
 5781,          8302,            2524,           7748,          ,            ,           ,         ,           ,          
 5782,          8305,            2526,           7760,          ,            ,           ,         ,           ,          
 5783,          8307,            2527,           7743,          ,            ,           ,         ,           ,          
 5784,          8308,            2527,           7761,          ,            ,           ,         ,           ,          
 5785,          8309,            2527,           7745,          ,            ,           ,         ,           ,          
 5786,          8310,            2527,           7756,          ,            ,           ,         ,           ,          
 5787,          8311,            2527,           7766,          ,            ,           ,         ,           ,          
 5788,          8312,            2527,           7786,          ,            ,           ,         ,           ,          
 5789,          8313,            2527,           7760,          ,            ,           ,         ,           ,          
 5790,          8314,            2527,           7785,          ,            ,           ,         ,           ,          
 5791,          8315,            2527,           7763,          ,            ,           ,         ,           ,          
 5792,          8316,            2527,           7589,          ,            ,           ,         ,           ,          
 5793,          8317,            2527,           7776,          ,            ,           ,         ,           ,          
 5794,          8318,            2527,           7594,          ,            ,           ,         ,           ,          
 5795,          8319,            2527,           7760,          ,            ,           ,         ,           ,          
 5796,          8321,            2528,           7593,          ,            ,           ,         ,           ,          
 5797,          8322,            2528,           7773,          ,            ,           ,         ,           ,          
 5798,          8327,            2532,           7773,          ,            ,           ,         ,           ,          
 5799,          8328,            2532,           7776,          ,            ,           ,         ,           ,          
 5800,          8329,            2532,           7596,          ,            ,           ,         ,           ,          
 5801,          8330,            2532,           7774,          ,            ,           ,         ,           ,          
 5802,          8331,            2532,           7589,          ,            ,           ,         ,           ,          
 5803,          8333,            2533,           7784,          ,            ,           ,         ,           ,          
 5804,          8334,            2533,           7618,          ,            ,           ,         ,           ,          
 5805,          8335,            2533,           7793,          ,            ,           ,         ,           ,          
 5806,          8339,            2536,           7828,          ,            ,           ,         ,           ,          
 5807,          8340,            2536,           7788,          ,            ,           ,         ,           ,          
 5808,          8341,            2536,           7615,          ,            ,           ,         ,           ,          
 5809,          8343,            2537,           7786,          ,            ,           ,         ,           ,          
 5810,          8345,            2538,           7608,          ,            ,           ,         ,           ,          
 5811,          8347,            2539,           9211,          ,            ,           ,         ,           ,          
 5812,          8349,            2540,           7850,          ,            ,           ,         ,           ,          
 5813,          8350,            2540,           8318,          ,            ,           ,         ,           ,          
 5814,          8351,            2540,           8702,          ,            ,           ,         ,           ,          
 5815,          8352,            2540,           8301,          ,            ,           ,         ,           ,          
 5816,          8353,            2540,           8250,          ,            ,           ,         ,           ,          
 5817,          8354,            2540,           8484,          ,            ,           ,         ,           ,          
 5818,          8355,            2540,           8177,          ,            ,           ,         ,           ,          
 5819,          8356,            2540,           8342,          ,            ,           ,         ,           ,          
 5820,          8357,            2540,           8118,          ,            ,           ,         ,           ,          
 5821,          8358,            2540,           8504,          ,            ,           ,         ,           ,          
 5822,          8360,            2541,           8164,          ,            ,           ,         ,           ,          
 5823,          8361,            2541,           8420,          ,            ,           ,         ,           ,          
 5824,          8362,            2541,           8108,          ,            ,           ,         ,           ,          
 5825,          8363,            2541,           8322,          ,            ,           ,         ,           ,          
 5826,          8364,            2541,           8104,          ,            ,           ,         ,           ,          
 5827,          8365,            2541,           8391,          ,            ,           ,         ,           ,          
 5828,          8366,            2541,           8644,          ,            ,           ,         ,           ,          
 5829,          8370,            2544,           8994,          ,            ,           ,         ,           ,          
 5830,          8374,            2547,           9182,          ,            ,           ,         ,           ,          
 5831,          8375,            2547,           9002,          ,            ,           ,         ,           ,          
 5832,          8376,            2547,           8781,          ,            ,           ,         ,           ,          
 5833,          8377,            2547,           8899,          ,            ,           ,         ,           ,          
 5834,          8378,            2547,           8895,          ,            ,           ,         ,           ,          
 5835,          8379,            2547,           9125,          ,            ,           ,         ,           ,          
 5836,          8380,            2547,           9447,          ,            ,           ,         ,           ,          
 5837,          8381,            2547,           9676,          ,            ,           ,         ,           ,          
 5838,          8382,            2547,           9341,          ,            ,           ,         ,           ,          
 5839,          8384,            2548,          10255,          ,            ,           ,         ,           ,          
 5840,          8385,            2548,          10053,          ,            ,           ,         ,           ,          
 5841,          8387,            2549,           9812,          ,            ,           ,         ,           ,          
 5842,          8388,            2549,           9688,          ,            ,           ,         ,           ,          
 5843,          8389,            2549,           9555,          ,            ,           ,         ,           ,          
 5844,          8390,            2549,           9343,          ,            ,           ,         ,           ,          
 5845,          8391,            2549,           9530,          ,            ,           ,         ,           ,          
 5846,          8392,            2549,           9916,          ,            ,           ,         ,           ,          
 5847,          8394,            2550,          10261,          ,            ,           ,         ,           ,          
 5848,          8399,            2554,          10294,          ,            ,           ,         ,           ,          
 5849,          8400,            2554,          10283,          ,            ,           ,         ,           ,          
 5850,          8401,            2554,          10038,          ,            ,           ,         ,           ,          
 5851,          8402,            2554,          10277,          ,            ,           ,         ,           ,          
 5852,          8403,            2554,          10053,          ,            ,           ,         ,           ,          
 5853,          8404,            2554,          10274,          ,            ,           ,         ,           ,          
 5854,          8405,            2554,          10051,          ,            ,           ,         ,           ,          
 5855,          8406,            2554,          10286,          ,            ,           ,         ,           ,          
 5856,          8407,            2554,          10376,          ,            ,           ,         ,           ,          
 5857,          8409,            2555,          10390,          ,            ,           ,         ,           ,          
 5858,          8410,            2555,          10083,          ,            ,           ,         ,           ,          
 5859,          8411,            2555,          10317,          ,            ,           ,         ,           ,          
 5860,          8412,            2555,          10098,          ,            ,           ,         ,           ,          
 5861,          8414,            2556,          10302,          ,            ,           ,         ,           ,          
 5862,          8415,            2556,          10053,          ,            ,           ,         ,           ,          
 5863,          8419,            2559,          10292,          ,            ,           ,         ,           ,          
 5864,          8420,            2559,          10375,          ,            ,           ,         ,           ,          
 5865,          8421,            2559,          10339,          ,            ,           ,         ,           ,          
 5866,          8422,            2559,          10056,          ,            ,           ,         ,           ,          
 5867,          8423,            2559,          10325,          ,            ,           ,         ,           ,          
 5868,          8425,            2560,          10056,          ,            ,           ,         ,           ,          
 5869,          8426,            2560,          10323,          ,            ,           ,         ,           ,          
 5870,          8427,            2560,          10059,          ,            ,           ,         ,           ,          
 5871,          8428,            2560,          10317,          ,            ,           ,         ,           ,          
 5872,          8429,            2560,          10107,          ,            ,           ,         ,           ,          
 5873,          8430,            2560,          10472,          ,            ,           ,         ,           ,          
 5874,          8431,            2560,          10524,          ,            ,           ,         ,           ,          
 5875,          8432,            2560,          11174,          ,            ,           ,         ,           ,          
 5876,          8434,            2561,          10926,          ,            ,           ,         ,           ,          
 5877,          8437,            2563,          11210,          ,            ,           ,         ,           ,          
 5878,          8438,            2563,          10921,          ,            ,           ,         ,           ,          
 5879,          8439,            2563,          11346,          ,            ,           ,         ,           ,          
 5880,          8441,            2564,          10950,          ,            ,           ,         ,           ,          
 5881,          8442,            2564,          11362,          ,            ,           ,         ,           ,          
 5882,          8444,            2565,          10924,          ,            ,           ,         ,           ,          
 5883,          8448,            2568,          11213,          ,            ,           ,         ,           ,          
 5884,          8449,            2568,          10958,          ,            ,           ,         ,           ,          
 5885,          8450,            2568,          11211,          ,            ,           ,         ,           ,          
 5886,          8451,            2568,          10984,          ,            ,           ,         ,           ,          
 5887,          8452,            2568,          11289,          ,            ,           ,         ,           ,          
 5888,          8453,            2568,          10973,          ,            ,           ,         ,           ,          
 5889,          8456,            2570,          11372,          ,            ,           ,         ,           ,          
 5890,          8460,            2573,          10950,          ,            ,           ,         ,           ,          
 5891,          8461,            2573,          11425,          ,            ,           ,         ,           ,          
 5892,          8462,            2573,          11074,          ,            ,           ,         ,           ,          
 5893,          8464,            2574,          11279,          ,            ,           ,         ,           ,          
 5894,          8465,            2574,          10988,          ,            ,           ,         ,           ,          
 5895,          8467,            2575,          11232,          ,            ,           ,         ,           ,          
 5896,          8470,            2577,          10973,          ,            ,           ,         ,           ,          
 5897,          8471,            2577,          11271,          ,            ,           ,         ,           ,          
 5898,          8472,            2577,          11463,          ,            ,           ,         ,           ,          
 5899,          8473,            2577,          11883,          ,            ,           ,         ,           ,          
 5900,          8476,            2579,          11181,          ,            ,           ,         ,           ,          
 5901,          8479,            2581,          11331,          ,            ,           ,         ,           ,          
 5902,          8481,            2582,          11159,          ,            ,           ,         ,           ,          
 5903,          8482,            2582,          11379,          ,            ,           ,         ,           ,          
 5904,          8483,            2582,          10986,          ,            ,           ,         ,           ,          
 5905,          8485,            2583,          11276,          ,            ,           ,         ,           ,          
 5906,          8488,            2585,          11277,          ,            ,           ,         ,           ,          
 5907,          8489,            2585,          11248,          ,            ,           ,         ,           ,          
 5908,          8490,            2585,          11011,          ,            ,           ,         ,           ,          
 5909,          8491,            2585,          11361,          ,            ,           ,         ,           ,          
 5910,          8492,            2585,          11039,          ,            ,           ,         ,           ,          
 5911,          8495,            2587,          11249,          ,            ,           ,         ,           ,          
 5912,          8499,            2590,          13298,          ,            ,           ,         ,           ,          
 5913,          8500,            2590,          12333,          ,            ,           ,         ,           ,          
 5914,          8501,            2590,          13611,          ,            ,           ,         ,           ,          
 5915,          8502,            2590,          12371,          ,            ,           ,         ,           ,          
 5916,          8504,            2591,          12061,          ,            ,           ,         ,           ,          
 5917,          8505,            2591,          12719,          ,            ,           ,         ,           ,          
 5918,          8507,            2592,          12035,          ,            ,           ,         ,           ,          
 5919,          8510,            2594,          12388,          ,            ,           ,         ,           ,          
 5920,          8511,            2594,          12058,          ,            ,           ,         ,           ,          
 5921,          8512,            2594,          12513,          ,            ,           ,         ,           ,          
 5922,          8514,            2595,          12031,          ,            ,           ,         ,           ,          
 5923,          8515,            2595,          12614,          ,            ,           ,         ,           ,          
 5924,          8516,            2595,          12145,          ,            ,           ,         ,           ,          
 5925,          8518,            2596,          12422,          ,            ,           ,         ,           ,          
 5926,          8520,            2597,          12113,          ,            ,           ,         ,           ,          
 5927,          8521,            2597,          12409,          ,            ,           ,         ,           ,          
 5928,          8522,            2597,          12077,          ,            ,           ,         ,           ,          
 5929,          8523,            2597,          12446,          ,            ,           ,         ,           ,          
 5930,          8524,            2597,          12145,          ,            ,           ,         ,           ,          
 5931,          8525,            2597,          12507,          ,            ,           ,         ,           ,          
 5932,          8527,            2598,          12066,          ,            ,           ,         ,           ,          
 5933,          8529,            2599,          12357,          ,            ,           ,         ,           ,          
 5934,          8530,            2599,          12045,          ,            ,           ,         ,           ,          
 5935,          8531,            2599,          12347,          ,            ,           ,         ,           ,          
 5936,          8533,            2600,          12066,          ,            ,           ,         ,           ,          
 5937,          8534,            2600,          12394,          ,            ,           ,         ,           ,          
 5938,          8538,            2603,          12102,          ,            ,           ,         ,           ,          
 5939,          8539,            2603,          12561,          ,            ,           ,         ,           ,          
 5940,          8540,            2603,          12099,          ,            ,           ,         ,           ,          
 5941,          8542,            2604,          12358,          ,            ,           ,         ,           ,          
 5942,          8544,            2605,          12055,          ,            ,           ,         ,           ,          
 5943,          8545,            2605,          12356,          ,            ,           ,         ,           ,          
 5944,          8550,            2609,          12072,          ,            ,           ,         ,           ,          
 5945,          8551,            2609,          12415,          ,            ,           ,         ,           ,          
 5946,          8552,            2609,          12102,          ,            ,           ,         ,           ,          
 5947,          8553,            2609,          12622,          ,            ,           ,         ,           ,          
 5948,          8554,            2609,          12086,          ,            ,           ,         ,           ,          
 5949,          8555,            2609,          12468,          ,            ,           ,         ,           ,          
 5950,          8557,            2610,          12157,          ,            ,           ,         ,           ,          
 5951,          8559,            2611,          12796,          ,            ,           ,         ,           ,          
 5952,          8561,            2612,          12319,          ,            ,           ,         ,           ,          
 5953,          8564,            2614,          12760,          ,            ,           ,         ,           ,          
 5954,          8565,            2614,          12415,          ,            ,           ,         ,           ,          
 5955,          8566,            2614,          12402,          ,            ,           ,         ,           ,          
 5956,          8567,            2614,          12449,          ,            ,           ,         ,           ,          
 5957,          8569,            2615,          12409,          ,            ,           ,         ,           ,          
 5958,          8570,            2615,          12138,          ,            ,           ,         ,           ,          
 5959,          8571,            2615,          12502,          ,            ,           ,         ,           ,          
 5960,          8573,            2616,          12158,          ,            ,           ,         ,           ,          
 5961,          8576,            2618,          12481,          ,            ,           ,         ,           ,          
 5962,          8578,            2619,          12155,          ,            ,           ,         ,           ,          
 5963,          8583,            2623,          12476,          ,            ,           ,         ,           ,          
 5964,          8584,            2623,          12524,          ,            ,           ,         ,           ,          
 5965,          8585,            2623,          12448,          ,            ,           ,         ,           ,          
 5966,          8587,            2624,          12180,          ,            ,           ,         ,           ,          
 5967,          8588,            2624,          12537,          ,            ,           ,         ,           ,          
 5968,          8589,            2624,          12207,          ,            ,           ,         ,           ,          
 5969,          8590,            2624,          12600,          ,            ,           ,         ,           ,          
 5970,          8593,            2626,          12220,          ,            ,           ,         ,           ,          
 5971,          8594,            2626,          12484,          ,            ,           ,         ,           ,          
 5972,          8595,            2626,          12471,          ,            ,           ,         ,           ,          
 5973,          8596,            2626,          12436,          ,            ,           ,         ,           ,          
 5974,          8597,            2626,          12292,          ,            ,           ,         ,           ,          
 5975,          8600,            2628,          12509,          ,            ,           ,         ,           ,          
 5976,          8602,            2629,          12255,          ,            ,           ,         ,           ,          
 5977,          8603,            2629,          12463,          ,            ,           ,         ,           ,          
 5978,          8604,            2629,          12161,          ,            ,           ,         ,           ,          
 5979,          8606,            2630,          12970,          ,            ,           ,         ,           ,          
 5980,          8607,            2630,          12207,          ,            ,           ,         ,           ,          
 5981,          8608,            2630,          12622,          ,            ,           ,         ,           ,          
 5982,          8609,            2630,          12183,          ,            ,           ,         ,           ,          
 5983,          8610,            2630,          12606,          ,            ,           ,         ,           ,          
 5984,          8611,            2630,          12203,          ,            ,           ,         ,           ,          
 5985,          8612,            2630,          12499,          ,            ,           ,         ,           ,          
 5986,          8613,            2630,          12185,          ,            ,           ,         ,           ,          
 5987,          8615,            2631,          12621,          ,            ,           ,         ,           ,          
 5988,          8616,            2631,          12202,          ,            ,           ,         ,           ,          
 5989,          8617,            2631,          12752,          ,            ,           ,         ,           ,          
 5990,          8619,            2632,          12241,          ,            ,           ,         ,           ,          
 5991,          8620,            2632,          12509,          ,            ,           ,         ,           ,          
 5992,          8621,            2632,          12212,          ,            ,           ,         ,           ,          
 5993,          8622,            2632,          12513,          ,            ,           ,         ,           ,          
 5994,          8623,            2632,          12222,          ,            ,           ,         ,           ,          
 5995,          8624,            2632,          12503,          ,            ,           ,         ,           ,          
 5996,          8625,            2632,          12203,          ,            ,           ,         ,           ,          
 5997,          8627,            2633,          12688,          ,            ,           ,         ,           ,          
 5998,          8630,            2635,          12236,          ,            ,           ,         ,           ,          
 5999,          8634,            2638,          12541,          ,            ,           ,         ,           ,          
 6000,          8635,            2638,          13012,          ,            ,           ,         ,           ,          
 6001,          8636,            2638,          14013,          ,            ,           ,         ,           ,          
 6002,          8637,            2638,          12452,          ,            ,           ,         ,           ,          
 6003,          8638,            2638,          12683,          ,            ,           ,         ,           ,          
 6004,          8639,            2638,          12229,          ,            ,           ,         ,           ,          
 6005,          8640,            2638,          13255,          ,            ,           ,         ,           ,          
 6006,          8642,            2639,          13471,          ,            ,           ,         ,           ,          
 6007,          8643,            2639,          13781,          ,            ,           ,         ,           ,          
 6008,          8644,            2639,          13658,          ,            ,           ,         ,           ,          
 6009,          8645,            2639,          13841,          ,            ,           ,         ,           ,          
 6010,          8646,            2639,          13539,          ,            ,           ,         ,           ,          
 6011,          8647,            2639,          13782,          ,            ,           ,         ,           ,          
 6012,          8648,            2639,          13438,          ,            ,           ,         ,           ,          
 6013,          8649,            2639,          13964,          ,            ,           ,         ,           ,          
 6014,          8651,            2640,          13432,          ,            ,           ,         ,           ,          
 6015,          8652,            2640,          13789,          ,            ,           ,         ,           ,          
 6016,          8656,            2643,          13458,          ,            ,           ,         ,           ,          
