   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
   0,             0,               0,              1,         0,           0,         29,             0,               0,              2,        0,          0,         8
   1,             0,               0,              2,         0,           0,          2,             0,               0,              1,        0,          0,         4
   2,             1,               0,              6,         2,           2,         15,             0,               0,              1,        1,          2,         8
   3,             3,               1,             23,         5,           4,         17,             1,               0,              3,        3,          3,         9
   4,             4,               1,              4,         8,           6,         47,             3,               1,              6,        7,          7,        15
   5,             8,               4,              9,        10,           6,         20,             6,               1,             11,       12,         10,        35
   6,            11,               6,             18,        14,           9,         43,            10,               2,             11,       16,         12,        24
   7,            16,              10,             16,        17,          11,         33,            15,               2,             14,       19,         14,        47
   8,            20,              13,             29,        22,          10,         52,            21,               4,             25,       27,         19,        49
   9,            26,              18,             37,        29,          14,         73,            28,               5,             31,       35,         24,        59
  10,            28,              19,             39,        31,          12,         82,            36,               6,             37,       41,         29,       161
  11,            30,              20,             74,        46,          17,         60,            45,               7,             28,       48,         32,        49
  12,            33,              22,             26,        38,          17,         41,            55,               8,             55,       57,         38,        56
  13,            34,              22,             27,        49,          19,         47,            66,               8,             37,       65,         42,        62
  14,            42,              29,             34,        57,          20,         50,            78,               8,             43,       69,         45,        66
  15,            51,              37,             42,        61,          24,         57,            91,               9,             49,       73,         49,        72
  16,            62,              47,             50,        70,          26,         63,           105,              11,             55,       82,         53,        78
  17,            78,              62,             63,        71,          30,         66,           120,              13,             63,       87,         56,        81
  18,            91,              74,             76,        75,          30,         67,           136,              12,             69,       97,         62,        89
  19,            96,              78,             79,        93,          34,        134,           153,              16,             79,      105,         66,        95
  20,           110,              91,             92,        93,          41,         84,           171,              16,             87,      109,         69,       100
  21,           128,             108,            106,       106,          42,         91,           190,              17,             96,      119,         78,       110
  22,           131,             110,            110,       117,          44,         98,           210,              18,            106,      127,         84,       101
  23,           132,             110,             94,       111,          43,         84,           231,              18,             98,      137,         86,       107
  24,           154,             131,            112,       121,          44,         86,           253,              18,            107,      151,         95,       118
  25,           176,             152,            128,       128,          43,         87,           276,              19,            115,      162,        100,       124
  26,           189,             164,            138,       165,          50,        106,           300,              16,            122,      170,        102,       129
  27,           213,             187,            155,       160,          54,        106,           325,              20,            177,      177,        105,       134
  28,           235,             208,            172,       154,          48,        101,           351,              21,            144,      188,        114,       156
  29,           250,             222,            183,       167,          57,        111,           378,              24,            153,      199,        118,       149
  30,           266,             237,            197,       160,          60,        110,           406,              26,            183,      205,        121,       153
  31,           275,             245,            203,       195,          62,        110,           435,              27,            155,      214,        123,       297
  32,           286,             255,            334,       233,          54,        161,           465,              27,            171,      225,        131,       198
  33,           312,             280,            202,       213,          67,        121,           496,              29,            176,      232,        138,       188
  34,           342,             309,            224,       212,          67,        120,           528,              30,            225,      240,        141,       156
  35,           373,             339,            243,       213,          70,        120,           561,              27,            198,      251,        143,       161
  36,           385,             350,            368,       230,          72,        156,           595,              31,            224,      260,        152,       199
  37,           414,             378,            301,       228,          75,        223,           630,              32,            243,      269,        160,       194
  38,           437,             400,            318,       295,          74,        166,           666,              32,            256,      283,        160,       200
  39,           457,             419,            405,       286,          83,        251,           703,              32,            438,      295,        173,       329
  40,           482,             443,            586,       271,          84,        536,           741,              35,            380,      300,        177,       267
  41,           513,             473,            393,       270,          83,        178,           780,              37,            320,      306,        181,       236
  42,           535,             494,            421,       288,          83,        177,           820,              37,            461,      320,        190,       249
  43,           573,             531,            531,       290,          85,        148,           861,              36,            272,      335,        199,       226
  44,           580,             537,            481,       321,          94,        153,           903,              39,            280,      335,        195,       193
  45,           618,             574,            388,       324,          95,        328,           946,              39,            551,      349,        200,       739
  46,           622,             577,            716,       313,          88,        187,           990,              40,            471,      360,        209,       299
  47,           656,             610,            523,       333,          94,        192,          1035,              41,            388,      376,        216,       266
  48,           692,             645,            587,       326,         101,        196,          1081,              44,            408,      391,        225,       278
  49,           720,             672,            573,       338,          93,        196,          1128,              43,            425,      404,        234,       287
  50,           735,             686,            629,       347,          99,        324,          1176,              40,            816,      413,        242,       609
  51,           776,             726,            847,       402,         104,        249,          1225,              46,            558,      429,        246,       322
  52,           789,             738,            821,       355,         112,        257,          1275,              44,            704,      437,        256,       382
  53,           791,             739,            690,       427,         112,        278,          1326,              46,            574,      452,        265,       451
  54,           832,             779,            832,       413,         113,        293,          1378,              47,            526,      471,        275,       351
  55,           863,             809,            644,       430,         117,        244,          1431,              49,            533,      475,        277,       501
  56,           882,             827,            668,       446,         119,        253,          1485,              51,            556,      484,        283,       343
  57,           896,             840,            858,       412,         126,        450,          1540,              53,            804,      487,        280,       421
  58,           906,             849,            706,       453,         118,        269,          1596,              54,            663,      508,        293,       370
  59,           947,             889,            709,       416,         128,        301,          1653,              55,            551,      518,        299,       332
  60,           960,             901,            652,       481,         129,        242,          1711,              57,            570,      526,        305,       340
  61,          1020,             961,            689,       518,         133,        399,          1770,              57,            748,      537,        313,       572
  62,          1042,             982,            787,       494,         137,        251,          1830,              55,            609,      542,        310,       345
  63,          1058,             997,            839,       473,         142,        248,          1891,              58,            636,      542,        309,       363
  64,          1060,             998,            643,       514,         138,        228,          1953,              59,            582,      558,        320,       318
  65,          1094,            1031,            758,       525,         145,        236,          2016,              60,            615,      574,        327,       329
  66,          1104,            1040,            793,       557,         145,        299,          2080,              59,            589,      590,        336,       374
  67,          1130,            1065,            730,       508,         146,        219,          2145,              64,            606,      606,        349,       330
  68,          1183,            1117,            688,       541,         142,        227,          2211,              63,            615,      617,        353,       424
  69,          1184,            1117,            893,       554,         148,        236,          2278,              65,            691,      629,        357,       572
  70,          1225,            1157,            827,       632,         144,        293,          2346,              65,            935,      637,        363,       356
  71,          1255,            1186,            740,       542,         159,        289,          2415,              63,            748,      652,        372,       365
  72,          1305,            1235,            874,       640,         152,        264,          2485,              66,            716,      665,        375,       369
  73,          1375,            1304,            896,       527,         159,        240,          2556,              67,            729,      682,        388,       481
  74,          1406,            1334,            843,       643,         160,        262,          2628,              68,            730,      693,        396,       376
  75,          1471,            1398,           1012,       597,         165,        251,          2701,              70,            856,      706,        408,       385
  76,          1539,            1465,            894,       678,         162,        272,          2775,              70,            769,      716,        409,       387
  77,          1570,            1495,           1003,       628,         169,        260,          2850,              69,            798,      728,        417,       395
  78,          1608,            1532,            994,       663,         175,        276,          2926,              73,            915,      749,        430,       541
  79,          1650,            1573,            946,       639,         170,        297,          3003,              70,            828,      755,        429,       408
  80,          1707,            1629,            992,       860,         173,        323,          3081,              77,            864,      758,        429,       410
  81,          1762,            1683,           1014,       607,         191,        270,          3160,              79,            945,      778,        443,       421
  82,          1808,            1728,           1124,       642,         188,        275,          3240,              73,           1318,      786,        450,       472
  83,          1852,            1771,           1133,       843,         189,        325,          3321,              78,            929,      810,        457,       544
  84,          1929,            1847,           1436,       708,         193,        362,          3403,              77,           1153,      826,        465,       542
  85,          1976,            1893,           1392,       657,         207,        325,          3486,              81,           1126,      835,        473,       489
  86,          1985,            1901,           1248,       762,         200,        365,          3570,              83,           1068,      846,        481,       459
  87,          2065,            1980,           1196,       785,         203,        322,          3655,              81,           1065,      862,        490,       467
  88,          2115,            2029,           1336,       737,         204,        377,          3741,              84,           1230,      864,        491,       469
  89,          2169,            2082,           1254,       838,         200,        329,          3828,              83,           1119,      870,        490,       583
  90,          2223,            2135,           1297,       860,         206,        341,          3916,              84,           1417,      899,        513,       489
  91,          2267,            2178,           1785,       814,         213,        334,          4005,              89,           1110,      901,        504,       484
  92,          2326,            2236,           1359,       886,         197,        342,          4095,              86,           1253,      918,        520,       496
  93,          2333,            2242,           1395,       775,         218,        324,          4186,              90,           1222,      928,        524,       500
  94,          2426,            2335,           1623,       846,         215,        344,          4278,              92,           1180,      941,        533,       507
  95,          2504,            2412,           1639,       857,         222,        398,          4371,              91,           1402,      955,        538,       591
  96,          2518,            2425,           1744,       977,         220,        383,          4465,              90,           1453,      967,        553,       541
  97,          2576,            2482,           2171,       763,         230,        350,          4560,              91,           1310,      990,        562,       537
  98,          2578,            2483,           1710,       891,         232,        368,          4656,              92,           1276,     1003,        567,       661
  99,          2633,            2537,           1640,       850,         223,        350,          4753,              93,           1307,     1022,        579,       616
 100,          2660,            2563,           1725,       963,         221,        374,          4851,              91,           1340,     1035,        589,       560
 101,          2740,            2642,           1741,       805,         235,        345,          4950,              95,           1438,     1049,        590,       624
 102,          2808,            2709,           1644,       965,         235,        383,          5050,              94,           1390,     1057,        599,       655
 103,          2812,            2712,           1637,       879,         234,        363,          5151,              99,           1686,     1075,        604,       579
 104,          2915,            2815,           1716,       876,         247,        369,          5253,             100,           1508,     1084,        615,       586
 105,          2928,            2827,           1822,       931,         243,        384,          5356,              97,           1537,     1092,        621,       602
 106,          3010,            2908,           1879,       930,         249,        389,          5460,              99,           1564,     1107,        626,       598
 107,          3015,            2912,           1881,      1005,         257,        407,          5565,             100,           1525,     1121,        634,       606
 108,          3020,            2916,           2246,       944,         254,        396,          5671,             104,           1622,     1133,        646,       614
 109,          3115,            3010,           1836,       968,         255,        401,          5778,             104,           1578,     1144,        646,       702
 110,          3127,            3021,           1996,       965,         255,        399,          5886,             102,           1665,     1164,        659,       630
 111,          3217,            3110,           1874,      1083,         251,        426,          5995,             103,           1640,     1171,        652,       690
 112,          3246,            3138,           2190,       964,         260,        399,          6105,             108,           1674,     1192,        678,       711
 113,          3348,            3239,           2048,      1000,         270,        413,          6216,             106,           1707,     1192,        671,      1044
 114,          3409,            3299,           2526,       999,         261,        514,          6328,             107,           2115,     1215,        691,       732
 115,          3513,            3402,           2316,      1026,         277,        481,          6441,             107,           1890,     1227,        690,       870
 116,          3566,            3454,           2090,      1121,         264,        438,          6555,             106,           1781,     1254,        708,       677
 117,          3671,            3558,           2131,      1076,         273,        435,          6670,             108,           2015,     1256,        702,       762
 118,          3686,            3572,           2292,      1094,         278,        444,          6786,             112,           1970,     1277,        722,       691
 119,          3738,            3623,           2174,      1090,         274,        438,          6903,             116,           2088,     1281,        725,       692
 120,          3833,            3717,           2295,      1043,         289,        438,          7021,             115,           2040,     1311,        733,       756
 121,          3883,            3766,           2321,      1069,         292,        574,          7140,             113,           2089,     1316,        738,       708
 122,          3908,            3790,           2292,      1087,         288,        448,          7260,             114,           1974,     1329,        744,       717
 123,          3915,            3796,           2510,      1386,         293,        586,          7381,             116,           2097,     1342,        750,       843
 124,          4000,            3880,           2441,      1088,         284,        447,          7503,             116,           2177,     1346,        754,       755
 125,          4078,            3957,           2377,      1085,         299,        453,          7626,             118,           2084,     1362,        767,       740
 126,          4130,            4008,           2805,      1198,         313,        537,          7750,             121,           2216,     1367,        768,       737
 127,          4193,            4070,           2444,      1398,         305,        528,          7875,             120,           2149,     1392,        780,       756
 128,          4307,            4183,           2790,      1198,         317,        491,          8001,             124,           2726,     1404,        789,       758
 129,          4385,            4260,           2605,      1251,         316,        596,          8128,             121,           2406,     1401,        778,       753
 130,          4498,            4372,           2645,      1165,         305,        476,          8256,             124,           2564,     1424,        794,       922
 131,          4617,            4490,           2893,      1254,         311,        498,          8385,             128,           2337,     1428,        796,       763
 132,          4729,            4601,           2932,      1196,         329,        608,          8515,             126,           2447,     1440,        799,       862
 133,          4836,            4707,           2969,      1305,         325,        519,          8646,             127,           2476,     1463,        809,       843
 134,          4861,            4731,           3040,      1224,         317,        493,          8778,             127,           2403,     1465,        813,       795
 135,          4942,            4811,           2985,      1307,         330,        635,          8911,             129,           2776,     1494,        825,      1001
 136,          5034,            4902,           3630,      1293,         331,        580,          9045,             133,           2909,     1503,        834,       861
 137,          5153,            5020,           3166,      1322,         332,        532,          9180,             132,           2608,     1514,        838,       871
 138,          5229,            5095,           3278,      1318,         327,        524,          9316,             134,           2659,     1517,        841,       888
 139,          5242,            5107,           3249,      1282,         346,        527,          9453,             133,           2726,     1539,        861,       881
 140,          5270,            5134,           3105,      1325,         345,        763,          9591,             135,           3062,     1555,        858,       988
 141,          5352,            5215,           3225,      1371,         346,        654,          9730,             134,           2722,     1563,        867,      1026
 142,          5368,            5230,           3156,      1296,         343,        576,          9870,             137,           2757,     1586,        882,       852
 143,          5493,            5354,           3514,      1420,         344,        560,         10011,             136,           2904,     1597,        888,       860
 144,          5603,            5463,           3580,      1328,         354,        667,         10153,             138,           2784,     1607,        891,       921
 145,          5657,            5516,           3532,      1383,         349,       1110,         10296,             139,           3905,     1639,        912,      1108
 146,          5758,            5616,           4544,      1448,         350,        683,         10440,             140,           3263,     1636,        910,       881
 147,          5882,            5739,           3681,      1602,         342,        710,         10585,             140,           3119,     1672,        931,      1007
 148,          5954,            5810,           3908,      1462,         359,        579,         10731,             143,           3125,     1676,        932,      1025
 149,          6050,            5905,           3661,      1498,         374,        593,         10878,             142,           3031,     1685,        933,      1018
 150,          6188,            6042,           3846,      1437,         375,        576,         11026,             145,           3111,     1702,        942,       974
 151,          6262,            6115,           3927,      1520,         375,        602,         11175,             146,           3305,     1732,        963,       928
 152,          6283,            6135,           4130,      1511,         368,        705,         11325,             141,           3212,     1741,        967,      1051
 153,          6405,            6256,           3959,      1803,         361,        788,         11476,             145,           3253,     1753,        972,       997
 154,          6414,            6264,           4090,      1620,         371,        744,         11628,             148,           3469,     1768,        984,      1073
 155,          6494,            6343,           4310,      1502,         368,        783,         11781,             148,           3579,     1793,        997,       964
 156,          6619,            6467,           4171,      1544,         380,        616,         11935,             147,           4174,     1795,        993,      1207
 157,          6657,            6504,           4581,      1603,         387,        831,         12090,             151,           3654,     1812,       1010,      1035
 158,          6661,            6507,           5510,      1774,         383,        939,         12246,             154,           3872,     1821,       1011,       977
 159,          6779,            6624,           6485,      1571,         402,        931,         12403,             155,           4607,     1834,       1016,      1234
 160,          6813,            6657,           4919,      1632,         390,        659,         12561,             156,           4508,     1854,       1027,      1112
 161,          6903,            6746,           4481,      1671,         382,        889,         12720,             153,           4005,     1852,       1034,      1022
 162,          7023,            6865,           4264,      1642,         398,        651,         12880,             152,           3863,     1866,       1039,      1006
 163,          7090,            6931,           4543,      1561,         403,        628,         13041,             157,           3786,     1901,       1063,      1025
 164,          7132,            6972,           4377,      1593,         410,        881,         13203,             155,           4288,     1905,       1058,      1352
 165,          7146,            6985,           4969,      1591,         414,        757,         13366,             156,           3949,     1920,       1065,      1084
 166,          7155,            6993,           4575,      1681,         403,        718,         13530,             161,           4628,     1940,       1071,      1263
 167,          7247,            7084,           4876,      1675,         399,        766,         13695,             161,           3759,     1945,       1080,      1042
 168,          7351,            7187,           4504,      1654,         409,        716,         13861,             166,           3875,     1959,       1091,      1056
 169,          7474,            7309,           4727,      1783,         414,        689,         14028,             163,           4041,     1968,       1097,      1059
 170,          7598,            7432,           4770,      1712,         408,        699,         14196,             165,           4244,     1990,       1114,      1072
 171,          7712,            7545,           4842,      1644,         436,        719,         14365,             166,           3947,     2005,       1117,      1131
 172,          7883,            7716,           4986,      1704,         426,        674,         14535,             165,           4017,     2017,       1124,      1302
 173,          7991,            7823,           5698,      1673,         430,       1082,         14706,             168,           4519,     2027,       1123,      1141
 174,          8012,            7843,           4873,      1757,         426,        691,         14878,             159,           4455,     2040,       1135,      1155
 175,          8098,            7928,           4999,      1720,         439,        795,         15051,             165,           4279,     2065,       1144,      1109
 176,          8255,            8084,           5266,      1901,         443,        919,         15225,             172,           4534,     2071,       1150,      1203
 177,          8346,            8174,           5254,      1750,         437,        696,         15400,             172,           4289,     2095,       1168,      1191
 178,          8435,            8262,           5297,      1980,         441,        752,         15576,             172,           4217,     2107,       1168,      1234
 179,          8608,            8434,           5503,      1840,         437,        852,         15753,             176,           5063,     2115,       1170,      1440
 180,          8681,            8506,           5903,      1991,         443,        818,         15931,             170,           6023,     2130,       1180,      1443
 181,          8809,            8633,           6104,      1777,         466,        718,         16110,             170,           4915,     2144,       1189,      1365
 182,          8954,            8777,           5961,      1873,         466,        811,         16290,             177,           5096,     2152,       1197,      1161
 183,          9100,            8922,           5647,      1789,         472,        948,         16471,             175,           4697,     2168,       1200,      1211
 184,          9137,            8958,           5956,      1767,         474,        719,         16653,             178,           4655,     2195,       1216,      1298
 185,          9168,            8988,           5604,      1997,         471,        775,         16836,             176,           4697,     2198,       1216,      1314
 186,          9297,            9116,           5736,      2000,         470,        837,         17020,             178,           4956,     2210,       1230,      1511
 187,          9474,            9292,           5945,      2033,         473,        784,         17205,             178,           4640,     2241,       1234,      1197
 188,          9607,            9424,           6133,      2194,         457,        809,         17391,             182,           4950,     2257,       1254,      1399
 189,          9735,            9551,           6044,      1924,         464,        818,         17578,             184,           5143,     2285,       1271,      1347
 190,          9785,            9600,           6547,      2040,         477,        971,         17766,             185,           5245,     2286,       1266,      1262
 191,          9815,            9629,           6115,      2018,         479,        780,         17955,             184,           5226,     2307,       1277,      1239
 192,          9870,            9683,           5883,      1949,         471,        763,         18145,             185,           5253,     2327,       1283,      1247
 193,          9912,            9724,           6202,      1903,         500,        769,         18336,             185,           5080,     2345,       1302,      1301
 194,         10071,            9882,           7017,      2076,         499,       1015,         18528,             190,           7239,     2360,       1312,      1915
 195,         10107,            9917,           8593,      2093,         485,       1307,         18721,             184,           7159,     2361,       1317,      1915
 196,         10211,           10020,           7243,      2115,         479,        816,         18915,             187,           6538,     2381,       1316,      2132
 197,         10272,           10080,           7289,      2202,         494,       1250,         19110,             188,           5767,     2391,       1312,      1282
 198,         10343,           10150,           6611,      2075,         499,        844,         19306,             192,           5691,     2404,       1332,      1468
 199,         10391,           10197,           6331,      2049,         509,       1128,         19503,             192,           5366,     2418,       1339,      1297
 200,         10395,           10200,           6751,      2112,         489,        883,         19701,             193,           5769,     2434,       1350,      1375
 201,         10537,           10341,           6460,      2131,         501,        949,         19900,             194,           5538,     2453,       1361,      1323
 202,         10646,           10449,           6625,      2044,         495,        805,         20100,             195,           6843,     2477,       1373,      1751
 203,         10678,           10480,           7577,      2110,         521,        944,         20301,             195,           5737,     2488,       1372,      1393
 204,         10790,           10591,           8557,      2153,         517,       1217,         20503,             196,           7151,     2498,       1387,      1786
 205,         10952,           10752,           6884,      2364,         513,        888,         20706,             201,           5894,     2512,       1392,      1413
 206,         10983,           10782,           6877,      2071,         521,        880,         20910,             200,           7004,     2518,       1388,      1771
 207,         11012,           10810,           7181,      2260,         518,        954,         21115,             200,           6158,     2529,       1400,      1440
 208,         11160,           10957,           7094,      2114,         542,        932,         21321,             202,           8612,     2558,       1415,      1781
 209,         11343,           11139,           7844,      2357,         520,       1054,         21528,             205,           6222,     2579,       1429,      1542
 210,         11491,           11286,           7553,      2501,         532,       1074,         21736,             205,           6110,     2594,       1432,      1395
 211,         11622,           11416,           7195,      2318,         541,        911,         21945,             206,           6491,     2614,       1444,      1488
 212,         11806,           11599,           7256,      2289,         554,       1107,         22155,             204,           6469,     2627,       1445,      1472
 213,         11968,           11760,           7747,      2210,         542,        932,         22366,             207,           6640,     2645,       1460,      1482
 214,         12040,           11831,           7617,      2272,         548,        886,         22578,             206,           6618,     2657,       1471,      1563
 215,         12067,           11857,           8796,      2774,         529,       1198,         22791,             209,           7218,     2667,       1461,      1599
 216,         12070,           11859,           7309,      2374,         556,       1035,         23005,             209,           6363,     2690,       1475,      1441
 217,         12083,           11871,           7577,      2187,         566,        884,         23220,             211,           6545,     2712,       1493,      1459
 218,         12118,           11905,           7625,      2339,         561,        962,         23436,             213,           6616,     2715,       1493,      1613
 219,         12152,           11938,           7353,      2324,         570,        976,         23653,             213,           6503,     2723,       1494,      1463
 220,         12197,           11982,           7838,      2463,         559,        936,         23871,             214,           7889,     2750,       1520,      2176
 221,         12396,           12180,           8914,      2368,         567,       1408,         24090,             216,           8238,     2759,       1520,      1633
 222,         12468,           12251,           7942,      2383,         589,        947,         24310,             214,           7020,     2774,       1533,      1496
 223,         12591,           12373,           7790,      2535,         555,       1018,         24531,             215,           7358,     2797,       1535,      1968
 224,         12633,           12414,           8785,      2449,         576,       1036,         24753,             213,           7327,     2815,       1558,      1514
 225,         12673,           12453,           7913,      2613,         564,       1486,         24976,             214,           8375,     2822,       1559,      1732
 226,         12779,           12558,           8125,      2335,         595,       1224,         25200,             215,           8516,     2856,       1572,      2229
 227,         12926,           12704,          10097,      2388,         589,       1123,         25425,             216,           7828,     2863,       1584,      1536
 228,         12972,           12749,           8136,      2357,         590,        998,         25651,             220,           7388,     2871,       1587,      1882
 229,         13096,           12872,           7879,      2581,         583,       1109,         25878,             221,           7368,     2887,       1590,      1767
 230,         13127,           12902,           8648,      2473,         588,       1100,         26106,             222,           8460,     2918,       1614,      1783
 231,         13205,           12979,           9600,      2461,         589,       1230,         26335,             224,           7288,     2926,       1611,      1673
 232,         13341,           13114,           8278,      2720,         600,       1081,         26565,             223,           7444,     2940,       1626,      1697
 233,         13456,           13228,           8363,      2402,         610,        965,         26796,             226,           7926,     2949,       1624,      1644
 234,         13580,           13351,           8665,      2887,         586,       1061,         27028,             228,           7953,     2972,       1645,      1672
 235,         13739,           13509,           8412,      2824,         594,       1049,         27261,             227,           7946,     2982,       1653,      1654
 236,         13928,           13697,           9382,      2763,         586,       1058,         27495,             231,           9541,     3013,       1653,      2409
 237,         14014,           13782,          10477,      2513,         610,       1062,         27730,             231,           8333,     3020,       1666,      1807
 238,         14030,           13797,           8919,      2705,         610,       1214,         27966,             230,           8554,     3022,       1671,      2043
 239,         14197,           13963,           9780,      2555,         621,       1542,         28203,             231,           9176,     3042,       1683,      1747
 240,         14198,           13963,           9176,      2555,         626,       1060,         28441,             235,           8151,     3062,       1695,      1647
 241,         14363,           14127,           9071,      2876,         610,       1070,         28680,             235,           8313,     3081,       1697,      1711
 242,         14379,           14142,           8807,      2822,         639,       1177,         28920,             237,           8471,     3086,       1702,      2084
 243,         14610,           14372,          10177,      2793,         637,       1485,         29161,             238,           9603,     3088,       1694,      1817
 244,         14710,           14471,           9170,      2581,         632,       1100,         29403,             238,           8539,     3106,       1707,      2036
 245,         14947,           14707,           9282,      2767,         619,       1226,         29646,             239,           8412,     3127,       1723,      1859
 246,         15105,           14864,           9506,      2547,         645,       1066,         29890,             241,           8240,     3149,       1740,      1914
 247,         15307,           15065,          10920,      2776,         645,       1131,         30135,             238,           8639,     3165,       1735,      1807
 248,         15412,           15169,          12059,      3063,         640,       1696,         30381,             243,          10644,     3176,       1755,      2966
 249,         15477,           15233,          13373,      2679,         654,       1300,         30628,             243,           9848,     3196,       1755,      2625
 250,         15490,           15245,          12499,      3096,         634,       1666,         30876,             245,          10693,     3199,       1753,      1999
 251,         15503,           15257,           9644,      2625,         664,       1041,         31125,             247,           9487,     3230,       1775,      1862
 252,         15621,           15374,           9686,      2837,         657,       1144,         31375,             245,           9192,     3242,       1786,      1904
 253,         15769,           15521,          10097,      2924,         659,       1303,         31626,             248,           9222,     3250,       1779,      2236
 254,         15802,           15553,          10514,      2880,         663,       1102,         31878,             247,           9164,     3276,       1795,      1759
 255,         15933,           15683,           9779,      2725,         657,       1123,         32131,             249,           9290,     3287,       1809,      1890
 256,         16183,           15932,          18087,      2807,         670,       1254,         32385,             251,           9257,     3299,       1810,      2010
 257,         16408,           16156,          10735,      2812,         670,       1276,         32640,             254,           9191,     3312,       1818,      2372
 258,         16665,           16412,          10587,      2870,         674,       1112,         32896,             252,           9616,     3322,       1828,      1835
 259,         16796,           16542,          10441,      2780,         694,       1180,         33153,             248,           9514,     3339,       1838,      2251
 260,         16854,           16599,          11653,      3022,         659,       1131,         33411,             252,          11272,     3356,       1849,      2014
 261,         17113,           16857,          11698,      3002,         688,       1321,         33670,             253,          11195,     3376,       1849,      2244
 262,         17342,           17085,          11843,      2976,         675,       1340,         33930,             257,          13283,     3393,       1867,      2150
 263,         17597,           17339,          11183,      2893,         691,       1192,         34191,             257,          10513,     3395,       1867,      1912
 264,         17803,           17544,          11319,      2842,         686,       1224,         34453,             257,          10576,     3422,       1880,      2336
 265,         17876,           17616,          12624,      3107,         683,       1438,         34716,             256,          10126,     3442,       1896,      2039
 266,         17925,           17664,          11584,      2970,         688,       1319,         34980,             256,          10001,     3460,       1910,      1915
 267,         18047,           17785,          11356,      2958,         701,       1153,         35245,             260,          11350,     3463,       1911,      2184
 268,         18259,           17996,          11938,      3010,         676,       1204,         35511,             257,          10283,     3472,       1918,      2943
 269,         18350,           18086,          17687,      3008,         696,       1528,         35778,             264,          12734,     3509,       1926,      2747
 270,         18510,           18245,          14215,      3197,         715,       1278,         36046,             264,          11846,     3509,       1937,      2649
 271,         18687,           18421,          14167,      3191,         686,       1283,         36315,             265,          10426,     3514,       1931,      2045
 272,         18949,           18682,          12810,      2980,         723,       1172,         36585,             267,          10942,     3543,       1946,      1993
 273,         18988,           18720,          11929,      3172,         702,       1424,         36856,             264,          12094,     3556,       1950,      1988
 274,         19048,           18779,          11995,      3094,         720,       1401,         37128,             268,          12165,     3589,       1985,      2230
 275,         19146,           18876,          11975,      3451,         709,       1278,         37401,             267,          11266,     3595,       1978,      2047
 276,         19338,           19067,          12955,      3236,         719,       1403,         37675,             266,          12000,     3608,       1983,      2192
 277,         19443,           19171,          12228,      3436,         737,       1533,         37950,             271,          11137,     3622,       1989,      2334
 278,         19464,           19191,          13568,      3348,         711,       1496,         38226,             271,          13536,     3647,       2015,      1976
 279,         19523,           19249,          13018,      3387,         718,       1396,         38503,             273,          11364,     3661,       2009,      2032
 280,         19673,           19398,          12342,      3302,         743,       1326,         38781,             271,          11063,     3676,       2024,      2038
 281,         19787,           19511,          12484,      3057,         723,       1249,         39060,             274,          11440,     3679,       2021,      2021
 282,         20023,           19746,          12517,      3161,         747,       1421,         39340,             275,          11842,     3697,       2034,      2987
 283,         20118,           19840,          14431,      3286,         720,       1277,         39621,             276,          14867,     3703,       2030,      2588
 284,         20314,           20035,          13261,      3518,         732,       1320,         39903,             276,          11738,     3738,       2061,      2407
 285,         20320,           20040,          14551,      3510,         758,       1575,         40186,             277,          15264,     3758,       2070,      3346
 286,         20573,           20292,          16462,      3419,         738,       1771,         40470,             278,          12767,     3766,       2070,      2113
 287,         20582,           20300,          12952,      3225,         760,       1685,         40755,             278,          12941,     3766,       2070,      2243
 288,         20603,           20320,          14482,      3209,         751,       1468,         41041,             284,          11970,     3808,       2100,      2041
 289,         20724,           20440,          13317,      3492,         753,       1383,         41328,             282,          12035,     3825,       2114,      2278
 290,         20929,           20644,          12924,      3260,         773,       1499,         41616,             284,          11896,     3841,       2110,      2134
 291,         21152,           20866,          14060,      3437,         762,       1481,         41905,             282,          12183,     3848,       2114,      2149
 292,         21410,           21123,          14150,      3373,         784,       1674,         42195,             286,          12706,     3873,       2141,      2226
 293,         21682,           21394,          14000,      3369,         758,       1413,         42486,             287,          12199,     3898,       2140,      2188
 294,         21843,           21554,          14305,      3377,         787,       1509,         42778,             286,          13561,     3901,       2140,      2619
 295,         21889,           21599,          14045,      3423,         799,       1403,         43071,             290,          14898,     3918,       2153,      2745
 296,         22050,           21759,          14390,      3767,         749,       1379,         43365,             291,          15054,     3933,       2173,      2282
 297,         22113,           21821,          13808,      3386,         800,       1365,         43660,             287,          13758,     3941,       2167,      2458
 298,         22281,           21988,          14257,      3565,         807,       1581,         43956,             287,          12842,     3965,       2182,      2142
 299,         22519,           22225,          17609,      3382,         795,       1402,         44253,             294,          12709,     3985,       2199,      2532
 300,         22660,           22365,          14155,      3414,         803,       1324,         44551,             291,          14321,     4007,       2207,      2167
 301,         22837,           22541,          14268,      3706,         788,       1606,         44850,             299,          13748,     4027,       2221,      2390
 302,         23000,           22703,          14900,      3425,         809,       1598,         45150,             297,          17588,     4038,       2229,      2645
 303,         23234,           22936,          14555,      3393,         813,       1464,         45451,             297,          14085,     4063,       2236,      2834
 304,         23500,           23201,          15587,      3448,         824,       1395,         45753,             298,          16539,     4083,       2249,      2617
